id,value
root#degree_45.12290683341219_to_57.79955416984271#peel_12.666666666666666_to_13.138071187457697,
root#degree_45.12290683341219_to_57.79955416984271#peel_12.666666666666666_to_13.138071187457697#pagerank_label_0.008017873_to_0.008391054,
root#degree_45.12290683341219_to_57.79955416984271#peel_12.666666666666666_to_13.138071187457697#pagerank_label_0.008017873_to_0.008391054#diversity_=_1.984776869,
root#degree_45.12290683341219_to_57.79955416984271#peel_12.666666666666666_to_13.138071187457697#pagerank_label_0.008017873_to_0.008391054#diversity_=_1.984776869#betweenness_=_0.025898583,1
root#degree_45.12290683341219_to_57.79955416984271#peel_12.666666666666666_to_13.138071187457697#pagerank_label_0.007644692_to_0.008017873,
root#degree_45.12290683341219_to_57.79955416984271#peel_12.666666666666666_to_13.138071187457697#pagerank_label_0.007644692_to_0.008017873#diversity_=_2.026165337,
root#degree_45.12290683341219_to_57.79955416984271#peel_12.666666666666666_to_13.138071187457697#pagerank_label_0.007644692_to_0.008017873#diversity_=_2.026165337#betweenness_=_0.020669858,1
root#degree_70.47620150627324_to_83.15284884270376,
root#degree_70.47620150627324_to_83.15284884270376#peel_12.2_to_13.799999999999999,
root#degree_70.47620150627324_to_83.15284884270376#peel_12.2_to_13.799999999999999#pagerank_label_0.014195243485717931_to_0.015570721617858965,
root#degree_70.47620150627324_to_83.15284884270376#peel_12.2_to_13.799999999999999#pagerank_label_0.014195243485717931_to_0.015570721617858965#diversity_=_2.317345932,
root#degree_70.47620150627324_to_83.15284884270376#peel_12.2_to_13.799999999999999#pagerank_label_0.014195243485717931_to_0.015570721617858965#diversity_=_2.317345932#betweenness_=_0.054973668,1
root#degree_70.47620150627324_to_83.15284884270376#peel_12.2_to_13.799999999999999#pagerank_label_0.018321677882141032_to_0.019697156014282066,
root#degree_70.47620150627324_to_83.15284884270376#peel_12.2_to_13.799999999999999#pagerank_label_0.018321677882141032_to_0.019697156014282066#diversity_=_2.290519575,
root#degree_70.47620150627324_to_83.15284884270376#peel_12.2_to_13.799999999999999#pagerank_label_0.018321677882141032_to_0.019697156014282066#diversity_=_2.290519575#betweenness_=_0.078732393,1
root#degree_70.47620150627324_to_83.15284884270376#peel_12.2_to_13.799999999999999#pagerank_label_0.016946199749999998_to_0.018321677882141032,
root#degree_70.47620150627324_to_83.15284884270376#peel_12.2_to_13.799999999999999#pagerank_label_0.016946199749999998_to_0.018321677882141032#diversity_=_2.380112478,
root#degree_70.47620150627324_to_83.15284884270376#peel_12.2_to_13.799999999999999#pagerank_label_0.016946199749999998_to_0.018321677882141032#diversity_=_2.380112478#betweenness_=_0.066468427,1
root#degree_70.47620150627324_to_83.15284884270376#peel_12.2_to_13.799999999999999#pagerank_label_0.015570721617858965_to_0.016946199749999998,
root#degree_70.47620150627324_to_83.15284884270376#peel_12.2_to_13.799999999999999#pagerank_label_0.015570721617858965_to_0.016946199749999998#diversity_=_2.323459966,
root#degree_70.47620150627324_to_83.15284884270376#peel_12.2_to_13.799999999999999#pagerank_label_0.015570721617858965_to_0.016946199749999998#diversity_=_2.323459966#betweenness_=_0.048690982,1
root#degree_70.47620150627324_to_83.15284884270376#peel_9.0_to_10.6,
root#degree_70.47620150627324_to_83.15284884270376#peel_9.0_to_10.6#pagerank_label_=_0.022306882,
root#degree_70.47620150627324_to_83.15284884270376#peel_9.0_to_10.6#pagerank_label_=_0.022306882#diversity_=_2.181770082,
root#degree_70.47620150627324_to_83.15284884270376#peel_9.0_to_10.6#pagerank_label_=_0.022306882#diversity_=_2.181770082#betweenness_=_0.118418019,1
root#degree_95.82949617913428_to_108.50614351556482,
root#degree_95.82949617913428_to_108.50614351556482#peel_=_13,
root#degree_95.82949617913428_to_108.50614351556482#peel_=_13#pagerank_label_0.021680294500000002_to_0.023607039000000003,
root#degree_95.82949617913428_to_108.50614351556482#peel_=_13#pagerank_label_0.021680294500000002_to_0.023607039000000003#diversity_=_2.401216936,
root#degree_95.82949617913428_to_108.50614351556482#peel_=_13#pagerank_label_0.021680294500000002_to_0.023607039000000003#diversity_=_2.401216936#betweenness_=_0.088704267,1
root#degree_95.82949617913428_to_108.50614351556482#peel_=_13#pagerank_label_0.01975355_to_0.021680294500000002,
root#degree_95.82949617913428_to_108.50614351556482#peel_=_13#pagerank_label_0.01975355_to_0.021680294500000002#diversity_=_2.398059966,
root#degree_95.82949617913428_to_108.50614351556482#peel_=_13#pagerank_label_0.01975355_to_0.021680294500000002#diversity_=_2.398059966#betweenness_=_0.100838006,1
root#degree_57.79955416984271_to_70.47620150627324,
root#degree_57.79955416984271_to_70.47620150627324#peel_12.666666666666666_to_13.138071187457697,
root#degree_57.79955416984271_to_70.47620150627324#peel_12.666666666666666_to_13.138071187457697#pagerank_label_0.016548909_to_0.017420084,
root#degree_57.79955416984271_to_70.47620150627324#peel_12.666666666666666_to_13.138071187457697#pagerank_label_0.016548909_to_0.017420084#diversity_=_2.108929177,
root#degree_57.79955416984271_to_70.47620150627324#peel_12.666666666666666_to_13.138071187457697#pagerank_label_0.016548909_to_0.017420084#diversity_=_2.108929177#betweenness_=_0.031758722,1
root#degree_57.79955416984271_to_70.47620150627324#peel_12.666666666666666_to_13.138071187457697#pagerank_label_0.014806559_to_0.015677734000000002,
root#degree_57.79955416984271_to_70.47620150627324#peel_12.666666666666666_to_13.138071187457697#pagerank_label_0.014806559_to_0.015677734000000002#diversity_=_2.104875124,
root#degree_57.79955416984271_to_70.47620150627324#peel_12.666666666666666_to_13.138071187457697#pagerank_label_0.014806559_to_0.015677734000000002#diversity_=_2.104875124#betweenness_=_0.078227691,1
root#degree_57.79955416984271_to_70.47620150627324#peel_11.723857625084603_to_12.195262145875635,
root#degree_57.79955416984271_to_70.47620150627324#peel_11.723857625084603_to_12.195262145875635#pagerank_label_=_0.013877295,
root#degree_57.79955416984271_to_70.47620150627324#peel_11.723857625084603_to_12.195262145875635#pagerank_label_=_0.013877295#diversity_=_2.307204332,
root#degree_57.79955416984271_to_70.47620150627324#peel_11.723857625084603_to_12.195262145875635#pagerank_label_=_0.013877295#diversity_=_2.307204332#betweenness_=_0.111283318,1
root#degree_108.50614351556482_to_121.18279085199535,
root#degree_108.50614351556482_to_121.18279085199535#peel_=_12,
root#degree_108.50614351556482_to_121.18279085199535#peel_=_12#pagerank_label_=_0.035693765,
root#degree_108.50614351556482_to_121.18279085199535#peel_=_12#pagerank_label_=_0.035693765#diversity_=_2.277964323,
root#degree_108.50614351556482_to_121.18279085199535#peel_=_12#pagerank_label_=_0.035693765#diversity_=_2.277964323#betweenness_=_0.19211962,1
root#degree_121.18279085199535_to_133.85943818842588,
root#degree_121.18279085199535_to_133.85943818842588#peel_=_13,
root#degree_121.18279085199535_to_133.85943818842588#peel_=_13#pagerank_label_=_0.03284906,
root#degree_121.18279085199535_to_133.85943818842588#peel_=_13#pagerank_label_=_0.03284906#diversity_=_2.466368473,
root#degree_121.18279085199535_to_133.85943818842588#peel_=_13#pagerank_label_=_0.03284906#diversity_=_2.466368473#betweenness_=_0.162191096,1
